Genotype,Length_mm,Width_mm,Area_mm_2,GW_mg
cv2,7.04,3.87,21.05,55.82
cv2,5.66,2.93,12.78,28.89
cv2,7.01,3.32,17.89,45.03
cv2,6.2,3.86,18.54,47.19
cv2,6.23,3.68,17.04,42.23
cv2,6.72,3.31,16.36,40.02
cv2,6.57,3.5,17.61,44.09
cv2,7.37,2.78,14.89,35.34
cv2,6.98,3.36,18.46,46.93
cv2,6.79,3.48,17.49,43.71
cv2,6.52,3.47,17.17,42.64
cv2,6.72,2.88,15.07,35.9
cv2,6.02,3.19,14.57,34.35
cv2,6.07,3.74,16.96,41.97
cv2,6.88,4.13,21.73,58.19
cv2,6.4,2.99,14.94,35.48
cv2,5.65,3.58,15.04,35.81
cv2,7.08,3.45,18.57,47.28
cv2,5.78,2.74,11.86,26.18
cv2,6.85,3.21,16.02,38.93
cv2,6.95,3.86,20.92,55.36
cv2,6.89,3.25,17.04,42.23
cv2,6.53,3.39,16.23,39.59
cv2,6.82,3.23,16.42,40.22
cv2,7.2,4.33,24.17,66.98
cv2,5.18,3.3,13.11,29.88
cv2,7.1,3.53,19.1,49.08
cv2,6.24,2.95,13.72,31.73
cv2,6.67,3.36,16.96,41.97
cv2,6.85,3.98,21.29,56.66
cv2,5.56,2.87,12.32,27.53
cv2,7.46,4.62,26.01,73.79
cv2,6.31,3.79,18.73,47.85
cv2,7.08,3.56,20.11,52.53
cv2,6.55,3.29,16.4,40.13
cv2,5.49,2.84,12.42,27.82
cv2,6.85,3.29,16.77,41.34
cv2,7.13,3.56,20.42,53.63
cv2,6.84,3.8,19.69,51.1
cv2,6.85,3.63,19.42,50.19
cv2,6.37,3.07,15.02,35.73
cv2,6.61,3.2,16.08,39.1
cv2,6.63,2.95,14.81,35.09
cv2,5.72,2.53,10.77,23.03
cv2,7.33,3.76,21.82,58.53
cv2,6.98,3.57,18.16,45.92
cv2,6.72,4.23,20.81,54.98
cv2,6.76,3.87,20.24,52.99
cv2,6.45,2.94,14.76,34.93
cv2,6.15,3.18,15.07,35.9
cv2,7.2,3.63,19.11,49.11
cv2,5.67,2.82,12.95,29.4
cv2,4.75,2.11,7.73,14.87
cv2,6.44,3.47,17.04,42.23
cv2,5.25,2.6,10.31,21.76
cv2,6.95,3.75,20.27,53.11
cv2,7.36,4.37,24.24,67.24
cv2,7.02,3.29,18.65,47.58
cv2,6.07,2.88,13.23,30.22
cv2,6.21,3.04,15,35.67
cv2,5.94,3.21,14.34,33.63
cv2,5.8,2.82,12.42,27.82
cv2,6.98,3.4,18.43,46.84
cv2,6.65,3.78,19.44,50.25
cv2,6.85,3.68,19.74,51.28
cv2,6.55,3.78,19.2,49.44
cv2,6.38,2.99,14.87,35.29
cv2,6.61,3.35,16.88,41.71
cv2,6.02,3.17,14.47,34.02
cv2,4.7,2.26,7.84,15.14
cv2,4.82,2.85,10.35,21.86
cv2,4.98,2.48,9.42,19.31
cv2,7.13,3.67,19.79,51.43
cv2,6.82,4.14,21.39,57
cv2,6.65,3.73,18.82,48.15
cv2,6.98,3.89,21.37,56.94
cv2,6.85,3.28,17.57,43.98
cv2,6.53,4.09,20.19,52.8
cv2,6.82,3.6,19.34,49.92
cv2,6.99,3.31,17.51,43.77
cv2,5.98,3.38,15.22,36.37
cv2,6.26,3.42,15.89,38.51
cv2,7.17,3.56,20.36,53.42
cv2,6.63,3.57,17.59,44.04
cv2,6,3.04,13.35,30.6
cv2,6.92,4.05,21.56,57.59
cv2,5.51,2.53,10.5,22.28
cv2,7.24,3.22,18.83,48.18
cv2,7.11,3.1,16.16,39.36
cv2,6.55,2.86,14.56,34.32
cv2,7.07,3.22,16.13,39.27
cv2,6.75,2.92,15.31,36.65
cv2,6.1,3.8,17.91,45.09
cv2,7.2,3.54,19.68,51.07
cv2,6.57,3.6,18.41,46.75
cv2,6.68,3.34,17.54,43.86
cv2,6.63,3.42,16.4,40.13
cv2,6.76,3.27,16.25,39.67
cv2,6.74,3.47,18.05,45.56
cv2,6.79,3.63,18.87,48.3
cv2,7.49,3.69,22.08,59.44
cv2,6.61,3.58,17.7,44.39
cv2,6.16,3.17,15.28,36.57
cv2,6.73,3.5,19.15,49.26
cv2,6.07,2.78,12.3,27.45
cv2,5.89,2.99,13.16,30.01
cv2,5.39,3.02,12.28,27.4
cv2,7.07,3.53,19.66,51.01
cv2,5.43,2.87,11.1,23.99
cv2,5.75,2.79,11.78,25.95
cv2,6.57,3.53,18.49,47.04
cv2,6.69,3.68,19.39,50.07
cv2,6.63,3.63,18.16,45.92
cv2,7.1,3.99,21.68,58.03
cv2,6.43,3.23,16.44,40.27
cv2,5.76,2.57,11.32,24.62
cv2,6.78,3.24,17.15,42.58
cv2,5.8,2.92,13.01,29.56
cv2,6.26,3.09,14.85,35.2
cv2,7.17,4.04,21.89,58.78
cv2,6.97,3.37,17.21,42.78
cv2,6.33,2.85,13.55,31.19
cv2,6.65,3.51,18.46,46.93
cv2,6.51,3.16,15.28,36.57
cv2,7.45,3.64,19.56,50.64
cv2,7.08,3.4,19.42,50.16
cv2,6.76,3.25,16.96,41.97
cv2,6.9,3.53,18.91,48.45
cv2,6.62,3.2,16.33,39.9
cv2,7.68,4.01,23,62.74
cv2,6.69,3.42,17.74,44.53
cv2,7.21,3.5,19.89,51.8
cv2,7.37,4.12,23.25,63.63
cv2,5.3,2.12,8.15,15.94
cv2,7.13,3.44,19.71,51.16
cv2,6.99,4.16,22.46,60.8
cv2,6.04,3,13.49,31.03
cv2,5.39,2.28,9.33,19.07
cv2,7.05,3.95,21.84,58.59
cv2,5.04,2.6,9.97,20.81
cv2,5.17,2.9,11.41,24.87
cv2,6.65,3.77,19.55,50.61
cv2,7.11,3.65,19.61,50.83
cv2,5.73,2.83,11.78,25.92
cv2,7.15,3.81,20.8,54.92
cv2,6.5,4,19.07,48.99
cv2,7.16,3.63,19.32,49.83
cv2,6.63,3.62,18.37,46.63
cv2,7.17,3.95,21.66,57.97
cv2,7.33,3.64,20.76,54.8
cv2,5.36,2.33,9.42,19.31
cv2,6.57,3.34,16.96,41.97
cv2,7.09,3.99,21.7,58.09
cv2,6.89,3.26,18.45,46.9
cv2,6.62,3.55,17.33,43.16
cv2,6.28,2.96,14.55,34.26
cv2,7.32,3.89,22.27,60.1
cv2,6.61,4.31,21.96,59
cv2,6.5,2.95,14.63,34.54
cv2,6.82,3.54,19.34,49.92
cv2,6.76,3.63,19.72,51.19
cv2,4.59,2.39,8.53,16.95
cv2,6.67,4.06,20.73,54.71
cv2,6.57,3.33,17.45,43.57
cv2,6.24,2.93,13.88,32.21
cv2,6.74,3.27,16.39,40.1
cv2,6.8,4.27,22.38,60.51
cv2,7.45,3.73,20.89,55.26
cv2,5.96,3.73,16.79,41.42
cv2,6.4,3.16,15.64,37.72
cv2,6.82,3.28,16.85,41.6
cv2,6.21,2.58,12.39,27.74
cv2,6.43,3.39,16.99,42.06
cv2,7.02,3.56,19.17,49.32
cv2,6.43,3.41,16.28,39.76
cv2,6.4,3.01,14.56,34.32
cv2,5.78,2.75,11.53,25.2
cv2,6.15,2.84,13.07,29.74
cv2,4.46,2.14,7.25,13.67
cv2,6.65,3.46,18.01,45.42
cv2,6.81,3.24,16.79,41.42
cv2,6.03,2.93,13.63,31.46
cv2,6.83,3.32,16.87,41.65
cv2,7.31,4.2,22.16,59.73
cv2,6.46,3.15,14.84,35.17
cv2,6.31,3.31,16.1,39.19
cv2,6.73,3.21,16.64,40.93
cv2,6.69,3.55,18.53,47.16
cv2,5.11,2.89,11.15,24.11
cv2,6.95,4.22,21.88,58.72
cv2,6.78,4.25,21.33,56.78
cv2,6.63,3.25,16.6,40.79
cv2,6.52,3.37,17.43,43.51
cv2,6.45,2.7,13.15,29.98
cv2,7.16,3.02,16.02,38.93
cv2,6.61,3.32,17.64,44.18
cv2,6.72,3.32,17.58,44.01
cv2,6.74,3.56,18.57,47.28
cv2,6.92,3.35,18.45,46.9
cv2,5.91,3.19,14.25,33.36
cv2,6.26,3.23,16.02,38.91
cv2,6.33,3.2,15.39,36.9
cv2,5.73,2.45,10.39,21.96
cv2,7.15,3.88,20.65,54.4
cv2,6.26,4.05,19.5,50.43
cv2,6.86,2.94,14.35,33.66
cv2,6.43,3.25,14.94,35.51
cv2,6,3.17,14.82,35.12
cv2,6.94,3.51,17.56,43.92
cv2,5.44,2.76,11.42,24.9
cv2,7.13,4.1,22.49,60.89
cv2,6.61,3.56,18.92,48.48
cv2,5.3,2.55,10.34,21.84
cv2,7,4.03,22.53,61.05
cv2,5.98,3.09,13.8,31.97
cv2,6.95,3.71,20.25,53.02
cv2,6.62,3.98,19.5,50.43
cv2,6.72,3.65,19.34,49.89
cv2,4.73,2.59,9.33,19.07
cv2,6.84,3.88,20.06,52.38
cv2,6.17,3.04,15,35.67
cv2,6.33,2.93,14.42,33.88
cv2,5.89,2.74,11.85,26.15
cv2,7.19,3.74,20.28,53.14
cv2,6.28,3.13,14.94,35.48
cv2,6.52,3.98,19.34,49.89
cv2,6.23,2.85,13.77,31.86
cv2,6.76,3.71,18.98,48.69
cv2,6.26,3.9,18.65,47.58
cv2,6.61,4.6,22.47,60.83
cv2,6.3,3.09,15.02,35.73
cv2,7.01,3.66,20.34,53.32
cv2,6.53,3.33,16.32,39.87
cv2,6.55,3.72,18.95,48.57
cv2,5.01,2.86,10.79,23.11
cv2,6.45,3.68,18.47,46.96
cv2,6.87,3.03,14.46,33.99
cv2,6.95,3.23,16.44,40.27
cv2,5.46,2.41,9.75,20.2
cv2,6.39,3.94,18.52,47.13
cv2,7.05,3.8,20.19,52.8
cv2,6.07,2.68,12.16,27.03
cv2,6.28,3.05,14.72,34.81
cv2,7.02,3.39,18.85,48.24
cv2,6.55,3.79,18.89,48.39
cv2,7.2,4.02,22.33,60.32
cv2,6.73,4.2,20.44,53.69
cv2,6.98,3.96,20.74,54.74
cv2,6.93,3.5,19.38,50.04
cv2,4.1,1.99,6.16,11.03
cv2,4.17,2.32,7.14,13.4
cv2,3.81,1.96,5.44,9.36
cv2,4.76,2.01,7.02,13.1
cv2,4.29,2.33,7.42,14.09
cv2,5.11,1.85,7.34,13.89
cv2,4.52,1.87,6.51,11.85
cv2,4.39,2.26,7.46,14.2
cv2,6.48,3.5,17.98,45.33
cv2,6.53,3.67,17.95,45.21
cv2,6.65,3.81,19.98,52.1
cv2,6.85,3.81,19.81,51.52
cv2,6.82,3.63,18.1,45.71
cv2,5.24,2.82,10.5,22.28
cv2,7.26,3.78,21.78,58.37
cv2,7.07,3.6,20.16,52.71
cv2,7.05,3.76,20.68,54.52
cv2,6.7,3.44,16.93,41.86
cv2,7.54,3.34,19.62,50.86
cv2,5.78,3.18,13.64,31.48
cv2,5.38,3.3,13.25,30.3
cv2,5.3,2.14,8.39,16.58
cv2,5.14,2.85,11.15,24.11
cv2,6.51,3.39,16.1,39.16
cv2,7.29,3.47,19.47,50.34
cv2,5.68,2.96,12.41,27.79
cv2,6.92,3.46,17.82,44.8
cv2,6.05,2.97,13.49,31.03
cv2,6.79,3.55,18.29,46.36
cv2,5.95,3.01,13.54,31.16
cv2,6.83,3.34,16.87,41.68
cv2,5.68,2.87,12.48,28
cv2,6.4,3.72,17.96,45.27
cv2,7.57,3.91,22.96,62.58
cv2,5.14,2.58,10.04,21
cv2,6.79,2.74,13.62,31.4
cv2,6.75,3.46,17.49,43.69
cv2,6.55,4.2,21.12,56.04
cv2,6.87,4.06,21.04,55.79
cv2,6.12,3.7,17.32,43.13
cv2,7.15,4.2,22.89,62.32
cv2,6.55,4,21.08,55.91
cv2,7,3.63,18.26,46.27
cv2,6.9,3.76,19.94,51.95
cv2,5.48,3.17,12.82,29
cv2,6.53,3.88,18.97,48.66
cv2,6.87,3.36,17.18,42.67
cv2,6.47,3.62,18.24,46.18
cv2,6.42,3.48,17.14,42.55
cv2,6.84,3.14,16.07,39.08
cv2,7.32,3.41,18.94,48.54
cv2,6.95,2.91,14.98,35.62
cv2,6.75,4.48,22.64,61.43
cv2,5.51,3.25,13.63,31.46
cv2,6.45,4.03,19.21,49.47
cv2,6.67,4.31,22.16,59.73
cv2,7.11,3.75,19.96,52.01
cv2,5.91,2.73,11.82,26.05
cv2,6.17,3.37,15.76,38.08
cv2,7.07,3.7,19.93,51.92
cv2,6.65,3.33,16.81,41.48
cv2,5.57,3.52,15.1,36.01
cv2,6.87,3.22,17.06,42.29
cv2,6.72,3.68,19.42,50.16
cv2,7.26,3.94,22.65,61.46
cv2,5.96,3.2,13.67,31.56
cv2,6.34,3.53,16.15,39.33
cv2,6.05,2.55,11.51,25.15
cv2,6.48,3.02,14.65,34.59
cv2,7.28,3.71,20.77,54.83
cv2,5.94,3.1,13.59,31.32
cv2,7.48,4.11,23.74,65.39
cv2,7.05,3.5,19.72,51.19
cv2,6.26,3.43,16.52,40.53
cv2,6.5,3.05,15.26,36.51
cv2,6.92,3.79,21.02,55.7
cv2,6.41,3.41,17.58,44.01
cv2,6.34,3.02,15.49,37.24
cv2,6.39,3.99,19.45,50.28
cv2,5.89,3.11,13.79,31.94
cv2,4.91,2.45,8.52,16.9
cv2,6.04,3.58,16.79,41.42
cv2,6.87,3.31,17.01,42.12
cv2,6.13,2.94,13.38,30.68
cv2,7.43,3.71,21.61,57.78
cv2,6.42,2.95,14.62,34.48
cv2,6.82,3.7,20.46,53.75
cv2,5.18,2.53,9.92,20.69
cv2,6.44,3.83,18.44,46.87
cv2,5.89,3.11,14.04,32.7
cv2,7.24,3.29,17.83,44.83
cv2,5.65,2.73,11.4,24.85
cv2,7.46,4.01,21.98,59.1
cv2,6.72,3.52,17.95,45.21
cv2,7.17,3.41,18.35,46.57
cv2,6.67,3.76,19.11,49.11
cv2,6.38,3.1,14.07,32.78
cv2,6.99,3.69,20.5,53.88
cv2,4.66,2.12,7.3,13.78
cv2,6.69,3.17,15.95,38.68
cv2,6.68,3.56,18.61,47.43
cv2,6.72,3.76,19.19,49.38
cv2,6.5,3.06,14.61,34.46
cv2,6.75,3.56,17.73,44.5
cv2,8.1,3.69,21.72,58.16
cv2,6.83,3.3,17.94,45.18
cv2,5.96,3.16,14.72,34.81
cv2,6.5,4.31,20.07,52.41
cv2,5.48,3.1,12.87,29.16
cv2,6.97,3.06,15.81,38.25
cv2,6.55,3.5,18.03,45.48
cv2,7.21,3.17,17.63,44.15
cv2,6.69,3.61,17.81,44.77
cv2,6.53,3.28,16.87,41.65
cv2,6.67,3.33,16.27,39.73
cv2,6.5,3.2,16.33,39.93
cv2,7.76,3.86,21.1,55.97
cv2,6.71,3.35,16.9,41.77
cv2,6.74,3.52,17.95,45.21
cv2,6.16,2.96,13.88,32.21
cv2,6.33,3.13,15.07,35.9
cv2,6.94,3.55,17.81,44.77
cv2,6.57,3.61,17.87,44.95
cv2,4.2,2.35,7.53,14.36
cv2,6.28,3.16,14.88,35.31
cv2,5.36,2.41,9.77,20.27
cv2,7.09,3.57,19.11,49.14
cv2,6.8,2.56,13.3,30.44
cv2,5.71,3.01,13.02,29.61
cv2,6.07,2.88,12.51,28.08
cv2,6.71,3.36,16.88,41.71
cv2,4.42,2.41,7.94,15.41
cv2,6.43,4.14,20.12,52.59
cv2,6.53,3.31,16.34,39.96
cv2,7.12,3.52,20.23,52.96
cv2,5.96,3.12,13.94,32.4
cv2,6.84,3.51,19.11,49.11
cv2,6.64,3.21,16.38,40.07
cv2,6.4,2.65,12.82,29
cv2,6.97,3.87,20.52,53.97
cv2,6.45,3.1,15.03,35.79
cv2,6.58,4.16,21.29,56.66
cv2,6.73,3.68,18.77,47.97
cv2,6.11,3.1,14.56,34.29
cv2,5.24,3.07,11.85,26.13
cv2,7.09,3.35,18.16,45.92
cv2,5.26,2.78,11.2,24.26
cv2,5.96,3.33,15.41,36.99
cv2,6.61,3.77,18.88,48.36
cv2,6.73,3.65,18.59,47.37
cv2,6.79,3.52,17.94,45.18
cv2,6.97,3.63,19.76,51.34
cv2,6.62,3.45,17.82,44.8
cv2,7.13,2.86,14.89,35.34
cv2,5.2,3.01,11.97,26.49
cv2,6.98,4.07,21.27,56.6
cv2,6.42,3.63,17.18,42.7
cv2,7.24,3.79,20.82,55.02
cv2,6.97,3.22,17.08,42.35
cv2,6.49,3.35,16.04,38.99
cv2,6.69,3.11,16.69,41.08
cv2,4.81,2.53,9.19,18.69
cv2,6.87,3.6,19.13,49.2
cv2,6.15,2.94,13.44,30.87
cv2,5.2,2.74,10.77,23.03
cv2,5.42,2.63,10.15,21.3
cv2,6.5,3.51,17.68,44.33
cv2,5.78,2.89,12.81,28.97
cv2,5.76,3.12,13.57,31.27
cv2,6.68,3.68,18.75,47.91
cv2,7.19,3.99,22.28,60.13
cv2,6.44,3.29,17.32,43.13
cv2,6.16,3.14,15.1,35.98
cv2,6.65,3.04,14.5,34.13
cv2,5.23,2.65,10.4,22.01
cv2,6.97,3.43,18.8,48.09
cv2,6.55,3.68,18.44,46.87
cv2,6.8,3.6,17.27,42.99
cv2,5.59,2.87,12.06,26.75
cv2,6.15,2.99,14.21,33.22
cv2,6.61,3.63,18.61,47.43
cv2,6.53,3.37,17.35,43.25
cv2,6.7,2.88,14.54,34.24
cv2,6.75,4.36,22.86,62.23
cv2,6.11,3.97,18.15,45.89
cv2,6.74,3.58,18.7,47.73
cv2,6.73,3.2,16.57,40.7
cv2,6.81,3.79,19.52,50.52
cv2,6.61,3.65,18.71,47.76
cv2,7.31,4.03,22.13,59.63
cv2,7.08,3.32,18.26,46.27
cv2,4.7,2.32,8.1,15.82
cv2,5.48,2.62,10.88,23.36
cv2,7.04,4.08,22.19,59.82
cv2,6.13,3.88,18.44,46.87
cv2,6.97,3.89,21.31,56.72
cv2,6.87,4.09,21.06,55.85
cv2,5.24,2.42,9.46,19.43
cv2,6.24,3.1,14.94,35.51
cv2,6.45,2.94,14.45,33.96
cv2,6.73,3.07,15.25,36.48
cv2,6.19,3.21,14.21,33.22
cv2,7.07,3.63,20.6,54.24
cv2,5.3,2.77,10.97,23.61
cv2,6.02,3.05,14.22,33.25
cv2,5.36,2.75,10.91,23.43
cv2,6.97,3.17,17.23,42.84
cv2,5.42,2.79,11.16,24.16
cv2,5.96,3.02,13.37,30.65
cv2,6.57,3.4,16.58,40.73
cv2,6.61,3.08,15.93,38.62
cv2,6.92,3.6,18.98,48.69
cv2,6.41,2.87,14.09,32.84
cv2,6.36,3.18,15.55,37.41
cv2,5.43,2.95,12.5,28.05
cv2,6.06,2.92,14.11,32.92
cv2,6.79,3.84,19.84,51.61
cv2,6.58,3.39,16.15,39.33
cv2,6.63,3.6,18.42,46.81
cv2,6.76,3.85,19.96,52.01
cv2,6.45,3.09,16.02,38.93
cv2,5.26,2.9,11.62,25.49
cv2,7.35,3.85,18.6,47.4
cv2,5.8,2.93,12.63,28.42
cv2,5.91,2.95,13.37,30.65
cv2,6.75,4.23,22.47,60.83
cv2,6.24,3.34,16.27,39.73
cv2,6.42,2.95,14.94,35.48
cv2,6.44,2.99,14.06,32.76
cv2,7.01,3.74,20.99,55.6
cv2,7.1,4.2,22.03,59.25
cv2,6.92,3.14,17.66,44.27
cv2,6.79,3.7,18.71,47.76
cv2,6.98,3.47,18.34,46.51
cv2,5.62,2.9,12.69,28.6
cv2,6.79,3.14,16.13,39.27
cv2,6.9,4.39,23.2,63.47
cv2,6.83,3.78,19.76,51.34
cv2,6.69,3.85,20.09,52.47
cv2,6.57,3.1,15.12,36.06
cv2,6.3,3.65,17.9,45.06
cv2,5.91,3.22,14.3,33.49
cv2,6.65,3.51,18.46,46.93
cv2,6.62,3.7,18.93,48.51
cv2,6.92,3.97,21.08,55.91
cv2,6.74,3.7,19.61,50.83
cv2,7.35,3.99,23.16,63.31
cv2,7.08,3.24,16.4,40.13
cv2,6.55,3.89,19.48,50.37
cv2,6.48,2.73,14.37,33.71
cv2,6.36,3.74,18.5,47.07
cv2,5.07,2.61,9.89,20.59
cv2,6.54,4.08,20.91,55.32
cv2,6.7,4,20.37,53.45
cv2,6.85,3.72,19.42,50.19
cv2,5.78,2.74,11.85,26.15
cv2,6.64,3.95,19.83,51.58
cv2,7.8,3.7,22.36,60.45
cv2,7.1,3.29,18.91,48.45
cv2,6.97,3.33,17,42.09
cv2,7.55,3.22,17.53,43.83
cv2,6.85,4.08,21.32,56.75
cv2,5.77,2.74,12.24,27.29
cv2,6.79,3.37,17.42,43.48
cv2,6.33,3.21,16.14,39.3
cv2,7.44,3.78,22.5,60.92
cv2,6.68,3.34,17.09,42.38
cv2,7.1,3.43,18.15,45.89
cv2,6.87,3.18,15.87,38.42
cv2,5.98,3.01,13.9,32.27
cv2,5.76,2.68,11.85,26.15
cv2,5.72,3.21,13.32,30.52
cv2,7.25,3.39,18.28,46.33
cv2,6.5,3.16,15.96,38.73
cv2,6.38,3.25,15.93,38.62
cv2,6.92,3.79,19.72,51.19
cv2,6.87,3.6,18.6,47.4
cv2,6.62,3.17,15.9,38.54
cv2,7.09,3.62,19.01,48.78
cv2,6.57,3.96,20.06,52.38
cv2,6.93,3.23,17.12,42.49
cv2,7.08,3.89,19.86,51.68
cv2,5.38,2.65,10.47,22.21
cv2,5.98,3.52,15.95,38.68
cv2,6.61,3.76,18.03,45.5
cv2,6.19,3.29,15.88,38.48
cv2,7.12,3.7,20.61,54.28
cv2,6.33,3.36,15.67,37.8
cv2,5.78,2.66,12.48,28
cv2,6.57,2.79,13.36,30.62
cv2,6.73,2.72,13.46,30.92
cv2,6.34,3.42,15.36,36.82
cv2,6.34,3.28,16.25,39.67
cv2,6.94,3.43,17.88,44.97
cv2,6.28,3.31,14.67,34.65
cv2,7.27,2.82,15.22,36.37
cv2,6.68,3.41,17.72,44.48
cv2,7.15,4.19,22.81,62.03
cv2,6.24,2.95,14.32,33.58
cv2,5.91,2.74,12.16,27.06
cv2,6.81,4.2,21.09,55.94
cv2,6.74,3.6,18.73,47.82
cv2,6.86,3.45,17.57,43.98
cv2,5.91,2.45,10.68,22.78
cv2,6.72,4.05,21.35,56.88
cv2,6.06,3.3,15.02,35.76
cv2,6.8,3.63,18.92,48.48
cv2,6.83,3.84,20.71,54.61
cv2,6.34,3.34,15.99,38.82
cv2,6.06,3.4,15.88,38.48
cv2,5.61,3.39,14.66,34.62
cv2,7.46,3.88,21.1,55.97
cv2,6.26,3.3,15.73,38
cv2,4.8,2.69,9.59,19.77
cv2,5.86,3.1,13.63,31.46
cv2,6.65,3.65,18.19,46.04
cv2,7.05,3.7,20.12,52.59
cv2,7.13,4,21.48,57.31
cv2,6.41,3.27,16.21,39.53
cv2,6.79,4.49,23.94,66.14
cv2,6.58,3.55,17.76,44.59
cv2,6.74,3.92,19.69,51.1
cv2,7.29,3.58,19.88,51.74
cv2,7.29,4.06,22.05,59.32
cv2,5.56,2.74,11.83,26.08
cv2,6.87,3.9,20.26,53.05
cv2,6.61,3.86,18.87,48.3
cv2,7.16,3.74,19.86,51.68
cv2,6.04,2.49,11.18,24.21
cv2,5.25,2.93,11.66,25.59
cv2,6.37,3.34,16.87,41.68
cv2,5.98,2.71,12.35,27.61
cv2,7.39,3.68,20.35,53.39
cv2,5.95,2.14,9.46,19.4
cv2,6.57,3.39,16.36,40.02
cv2,6.81,3.36,17.87,44.95
cv2,7.04,3.31,18.64,47.52
cv2,6.97,4.03,21.19,56.28
cv2,6.49,3.02,15.12,36.06
cv2,7.83,3.08,17.72,44.48
cv2,6.9,3.44,18.23,46.15
cv2,6.67,3.42,16.81,41.48
cv2,6.61,3.74,18.72,47.79
cv2,4.91,2.58,9.8,20.35
cv2,5.06,2.14,8.18,16.03
cv2,7.03,3.45,18.92,48.48
cv2,7.16,2.52,13.57,31.27
cv2,6.53,2.97,14.38,33.74
cv2,7.25,3.54,20.05,52.35
cv2,6.55,3.35,17.27,42.99
cv2,6.63,3.97,20.06,52.38
cv2,7.08,3.86,20.98,55.57
cv2,6.03,3.14,14.21,33.22
cv2,5.5,2.62,10.54,22.41
cv2,6.02,2.56,11.32,24.62
cv2,5.25,2.42,8.69,17.37
cv2,6.95,3.82,21.06,55.85
cv2,7.77,3.41,20.33,53.29
cv2,7.49,3.84,21.24,56.47
cv2,6.44,3.47,16.88,41.71
cv2,4.93,1.97,7.27,13.71
cv2,5.27,2.48,10.14,21.27
cv2,6.98,3.72,19.06,48.96
cv2,6.47,3.27,16.18,39.45
cv2,6.79,3.29,17.41,43.45
cv2,5.78,2.93,12.96,29.42
cv2,7.25,3.58,21.17,56.22
cv2,8.2,3.87,22.3,60.23
cv2,6.57,3.73,18.72,47.79
cv2,6.87,3.02,16.61,40.82
cv2,4.94,2.44,9.28,18.93
cv2,6.06,2.56,11.14,24.09
cv2,6.24,3.78,18.74,47.88
cv2,5.02,1.99,7.06,13.19
cv2,6.24,2.4,11.38,24.77
cv2,7.67,4.38,25.92,73.46
cv2,6.87,3.26,17.22,42.81
cv2,7.1,3.97,21.78,58.37
cv2,6.37,2.73,12.97,29.45
cv2,5.56,2.36,9.79,20.32
cv2,7.24,3.48,18.96,48.6
cv2,6,3.01,14.07,32.78
cv2,5.82,3.78,16.88,41.71
cv2,7.03,3.53,19.62,50.86
cv2,7.17,3.79,20.96,55.48
cv2,5.82,2.18,9.43,19.33
cv2,6.95,3.14,17.17,42.64
cv2,5.42,2.77,11.9,26.28
cv2,5.95,3.38,15.75,38.06
cv2,7.05,3.87,21.46,57.25
cv2,5.96,2.54,11.02,23.76
cv2,6.72,3.43,16.93,41.86
cv2,6.31,3.6,16.97,42
cv2,6.31,3.64,18.49,47.04
cv2,6.64,3.88,19.06,48.96
cv2,7.81,3.77,22,59.16
cv2,5.84,2.83,11.56,25.31
cv2,6.31,3.51,16.88,41.71
cv2,6.76,3.65,18.67,47.64
cv2,4.41,2.81,8.58,17.07
cv2,6.61,3.7,18.18,46.01
cv2,5.85,3.1,14.09,32.84
cv2,6.01,2.51,10.82,23.18
cv2,5.01,2.53,9.65,19.93
cv2,6.28,2.89,13.97,32.49
cv2,6.16,2.54,12.41,27.79
cv2,5.95,3,13.44,30.87
cv2,7.43,3.34,19.47,50.34
cv2,6.82,2.93,14.92,35.42
cv2,6.64,3.73,18.89,48.39
cv2,6.28,3.36,15.76,38.08
cv2,6.32,3.19,15.43,37.04
cv2,6.13,2.85,12.3,27.45
cv2,6.96,3.27,16.83,41.54
cv2,7.26,3.69,19.98,52.1
cv2,5.49,2.64,11.48,25.08
cv2,6.83,3.32,16.02,38.91
cv2,5.99,2.82,12.1,26.88
cv2,7.51,3.78,20.35,53.35
cv2,6.26,2.67,12.48,28
cv2,7.02,4.02,20.25,53.02
cv2,3.88,2.18,6.25,11.24
cv2,6.64,3.21,15.89,38.51
cv2,5.99,3.7,16.8,41.45
cv2,7.03,3.11,17.41,43.45
cv2,6.14,2.82,13.34,30.57
cv2,6.35,3.35,15.45,37.1
cv2,7.03,3.54,18.7,47.73
cv2,7.72,3.19,18.04,45.53
cv2,6.5,2.96,14.03,32.68
cv2,5.6,3.07,13.36,30.62
cv2,6.63,3.39,17.46,43.6
cv2,5.76,2.58,10.79,23.11
cv2,6.62,3.28,17.46,43.6
cv2,5.23,2.25,8.75,17.51
cv2,5.88,3.11,14.19,33.17
cv2,6.16,2.5,11,23.68
cv2,6.72,3.27,17.87,44.95
cv2,6.8,3.05,15.46,37.13
cv2,6.95,4.03,21.26,56.53
cv2,6.81,3.78,20.27,53.11
cv2,5.81,3.22,14.43,33.91
cv2,5.91,2.71,12.27,27.37
cv2,6.82,3.1,15.5,37.27
cv2,6.61,2.91,14.32,33.55
cv2,6.36,3.53,16.71,41.13
cv2,7.38,3.57,19.81,51.52
cv2,6.74,2.93,14.29,33.47
cv2,5.72,3.14,13.28,30.38
cv2,7.16,3.17,16.83,41.54
cv2,6.61,3.34,17.26,42.96
cv2,6.37,3.4,16.93,41.86
